i,suite,case,SIZE,FS,DISK_GEOMETRY,SEED,DISK_SIZE,SIM_SIZE,SIM_TIME,FILE_SIZE,NO_FRUNCATE,FILE_COUNT,CHUNK,NO_SET,SKIP_WARMUP,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
75,bench_p26_wt,bench_p26_wt_logging,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,usage,68863744,0,0,0,0,0,0,36306944,25.642540
74,bench_p26_wt,bench_p26_wt_logging,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,write,86998400,95534141,4446218,17434,3353185066,2276463616,2285109248,3600001257502,26.361460
74,bench_p26_wt,bench_p26_wt_logging,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,stack,86998400,0,0,0,0,0,0,3296,26.361545
74,bench_p26_wt,bench_p26_wt_logging,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,ctx,86998400,0,0,0,0,0,0,624,26.361587
74,bench_p26_wt,bench_p26_wt_logging,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,heap,86998400,0,0,0,0,0,0,1296,26.361624
74,bench_p26_wt,bench_p26_wt_logging,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,usage,86998400,0,0,0,0,0,0,20840448,26.361662
73,bench_p26_wt,bench_p26_wt_logging,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,write,100486848,88708167,5054716,19888,3615033048,2588014592,2606759936,3600002337288,27.988197
73,bench_p26_wt,bench_p26_wt_logging,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,stack,100486848,0,0,0,0,0,0,3296,27.988274
73,bench_p26_wt,bench_p26_wt_logging,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,ctx,100486848,0,0,0,0,0,0,624,27.988305
73,bench_p26_wt,bench_p26_wt_logging,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,heap,100486848,0,0,0,0,0,0,1296,27.988331
73,bench_p26_wt,bench_p26_wt_logging,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,usage,100486848,0,0,0,0,0,0,17563648,27.988354
72,bench_p26_wt,bench_p26_wt_logging,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,write,111339328,83392481,5528020,21735,3833130956,2830346240,2848849920,3600001393700,28.847102
72,bench_p26_wt,bench_p26_wt_logging,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,stack,111339328,0,0,0,0,0,0,3296,28.847171
72,bench_p26_wt,bench_p26_wt_logging,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,ctx,111339328,0,0,0,0,0,0,624,28.847201
72,bench_p26_wt,bench_p26_wt_logging,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,heap,111339328,0,0,0,0,0,0,1296,28.847225
72,bench_p26_wt,bench_p26_wt_logging,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,usage,111339328,0,0,0,0,0,0,7471104,28.847248
