i,suite,case,FS,SIM_SIZE,SIM_TIME,SEED,SIZE,DISK_SIZE,SKIP_WARMUP,FILE_COUNT,NO_FRUNCATE,FILE_SIZE,DISK_GEOMETRY,CHUNK,NO_SET,CRYSTAL_THRESH,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
72,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,ctx,8898880,0,0,0,0,0,0,624,21.141912
72,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,heap,8898880,0,0,0,0,0,0,784,21.141946
72,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,usage,8898880,0,0,0,0,0,0,14970880,21.141977
75,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,write,11038720,978957628,2188575,59584,978957628,211452553,244056064,3600085960331,20.013473
75,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,stack,11038720,0,0,0,0,0,0,3328,20.013551
75,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,ctx,11038720,0,0,0,0,0,0,624,20.013582
75,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,heap,11038720,0,0,0,0,0,0,784,20.013608
75,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,usage,11038720,0,0,0,0,0,0,38064128,20.013634
74,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,write,11038720,978957628,2188575,59584,978957628,211452553,244056064,3600085960331,19.509755
74,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,stack,11038720,0,0,0,0,0,0,3328,19.509844
74,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,ctx,11038720,0,0,0,0,0,0,624,19.509880
74,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,heap,11038720,0,0,0,0,0,0,784,19.509910
74,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,usage,11038720,0,0,0,0,0,0,38064128,19.509943
73,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,write,10190848,986227826,2204177,59436,986227826,213723289,243449856,3600002908203,19.613112
73,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,stack,10190848,0,0,0,0,0,0,3328,19.613178
73,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,ctx,10190848,0,0,0,0,0,0,624,19.613209
73,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,heap,10190848,0,0,0,0,0,0,784,19.613235
73,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,usage,10190848,0,0,0,0,0,0,29237248,19.613258
