i,suite,case,NO_SET,SIZE,FILE_COUNT,FS,DISK_SIZE,NO_FRUNCATE,DISK_GEOMETRY,SEED,SIM_SIZE,SKIP_WARMUP,SIM_TIME,CHUNK,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5083520,23693571,10250716,79759,10526688724,5248366592,10454171648,3600034723516,296.499119
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5083520,0,0,0,0,0,0,1904,296.499218
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5083520,0,0,0,0,0,0,400,296.499265
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5083520,0,0,0,0,0,0,1552,296.499309
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5083520,0,0,0,0,0,0,5767168,296.499348
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5088000,23513215,10266031,79837,10541502932,5256207872,10464395264,3600012647612,292.412891
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5088000,0,0,0,0,0,0,1904,292.412972
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5088000,0,0,0,0,0,0,400,292.413011
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5088000,0,0,0,0,0,0,1552,292.413054
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5088000,0,0,0,0,0,0,5636096,292.413083
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5088000,23513215,10266031,79837,10541502932,5256207872,10464395264,3600012647612,278.423774
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5088000,0,0,0,0,0,0,1904,278.423918
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5088000,0,0,0,0,0,0,400,278.423955
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5088000,0,0,0,0,0,0,1552,278.423989
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5088000,0,0,0,0,0,0,5636096,278.424018
75,bench_p26_wt,bench_p26_wt_logging,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5088000,23513215,10266031,79837,10541502932,5256207872,10464395264,3600012647612,232.865954
75,bench_p26_wt,bench_p26_wt_logging,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5088000,0,0,0,0,0,0,1904,232.866030
75,bench_p26_wt,bench_p26_wt_logging,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5088000,0,0,0,0,0,0,400,232.866061
75,bench_p26_wt,bench_p26_wt_logging,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5088000,0,0,0,0,0,0,1552,232.866086
75,bench_p26_wt,bench_p26_wt_logging,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5088000,0,0,0,0,0,0,5636096,232.866111
