i,suite,case,SIZE,FS,SEED,SKIP_WARMUP,FILE_SIZE,NO_SET,DISK_SIZE,FILE_COUNT,SIM_TIME,NO_FRUNCATE,SIM_SIZE,DISK_GEOMETRY,CHUNK,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
74,bench_p26_wt,bench_p26_wt_logging,16777216,33,42,0,64,1,134217728,262144,3600000000000,0,0,1,64,usage,53904256,0,0,0,0,0,0,17694720,24.503715
75,bench_p26_wt,bench_p26_wt_logging,33554432,33,42,0,64,1,134217728,524288,3600000000000,0,0,1,64,write,50017152,112717074,2911138,11386,2733959838,1490502656,1492385792,3600150681018,21.630683
75,bench_p26_wt,bench_p26_wt_logging,33554432,33,42,0,64,1,134217728,524288,3600000000000,0,0,1,64,stack,50017152,0,0,0,0,0,0,3296,21.630761
75,bench_p26_wt,bench_p26_wt_logging,33554432,33,42,0,64,1,134217728,524288,3600000000000,0,0,1,64,ctx,50017152,0,0,0,0,0,0,624,21.630796
75,bench_p26_wt,bench_p26_wt_logging,33554432,33,42,0,64,1,134217728,524288,3600000000000,0,0,1,64,heap,50017152,0,0,0,0,0,0,1296,21.630825
75,bench_p26_wt,bench_p26_wt_logging,33554432,33,42,0,64,1,134217728,524288,3600000000000,0,0,1,64,usage,50017152,0,0,0,0,0,0,34471936,21.630854
73,bench_p26_wt,bench_p26_wt_logging,8388608,33,42,0,64,1,134217728,131072,3600000000000,0,0,1,64,write,62628992,100563267,3997253,15629,3168834069,2046593536,2048524288,3600001484175,25.282644
73,bench_p26_wt,bench_p26_wt_logging,8388608,33,42,0,64,1,134217728,131072,3600000000000,0,0,1,64,stack,62628992,0,0,0,0,0,0,3296,25.282722
73,bench_p26_wt,bench_p26_wt_logging,8388608,33,42,0,64,1,134217728,131072,3600000000000,0,0,1,64,ctx,62628992,0,0,0,0,0,0,624,25.282754
73,bench_p26_wt,bench_p26_wt_logging,8388608,33,42,0,64,1,134217728,131072,3600000000000,0,0,1,64,heap,62628992,0,0,0,0,0,0,1296,25.282780
73,bench_p26_wt,bench_p26_wt_logging,8388608,33,42,0,64,1,134217728,131072,3600000000000,0,0,1,64,usage,62628992,0,0,0,0,0,0,9306112,25.282804
72,bench_p26_wt,bench_p26_wt_logging,4194304,33,42,0,64,1,134217728,65536,3600000000000,0,0,1,64,write,70647936,94294838,4557887,17813,3391416072,2333638144,2334785536,3600003166104,25.992708
72,bench_p26_wt,bench_p26_wt_logging,4194304,33,42,0,64,1,134217728,65536,3600000000000,0,0,1,64,stack,70647936,0,0,0,0,0,0,3296,25.992773
72,bench_p26_wt,bench_p26_wt_logging,4194304,33,42,0,64,1,134217728,65536,3600000000000,0,0,1,64,ctx,70647936,0,0,0,0,0,0,624,25.992802
72,bench_p26_wt,bench_p26_wt_logging,4194304,33,42,0,64,1,134217728,65536,3600000000000,0,0,1,64,heap,70647936,0,0,0,0,0,0,1296,25.992826
72,bench_p26_wt,bench_p26_wt_logging,4194304,33,42,0,64,1,134217728,65536,3600000000000,0,0,1,64,usage,70647936,0,0,0,0,0,0,4980736,25.992849
