probe,ORDER,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
create,0,1448,0.000191502,0.000191502,0.000191502
create,0,1449,0.00018992,0.00018992,0.00018992
create,0,145,0.000136132,0.000136132,0.000136132
create,0,1450,0.00018992,0.00018992,0.00018992
create,0,1451,0.000180428,0.000180428,0.000180428
create,0,1452,0.000191502,0.000191502,0.000191502
create,0,1453,0.00018992,0.00018992,0.00018992
create,0,1454,0.00018992,0.00018992,0.00018992
create,0,1455,0.00018992,0.00018992,0.00018992
create,0,1456,0.000199412,0.000199412,0.000199412
create,0,1457,0.000199412,0.000199412,0.000199412
create,0,1458,0.000199412,0.000199412,0.000199412
create,0,1459,0.00018992,0.00018992,0.00018992
create,0,146,0.000136132,0.000136132,0.000136132
create,0,1460,0.00018992,0.00018992,0.00018992
create,0,1461,0.00018992,0.00018992,0.00018992
create,0,1462,0.00018992,0.00018992,0.00018992
create,0,1463,0.00018992,0.00018992,0.00018992
create,0,1464,0.000199412,0.000199412,0.000199412
create,0,1465,0.000199412,0.000199412,0.000199412
create,0,1466,0.000199412,0.000199412,0.000199412
create,0,1467,0.00018992,0.00018992,0.00018992
create,0,1468,0.000199412,0.000199412,0.000199412
create,0,1469,0.000199412,0.000199412,0.000199412
create,0,147,0.00012664,0.00012664,0.00012664
create,0,1470,0.000199412,0.000199412,0.000199412
create,0,1471,0.000199412,0.000199412,0.000199412
create,0,1472,0.000208904,0.000208904,0.000208904
create,0,1473,0.000208904,0.000208904,0.000208904
create,0,1474,0.000208904,0.000208904,0.000208904
create,0,1475,0.000199412,0.000199412,0.000199412
create,0,1476,0.000199412,0.000199412,0.000199412
create,0,1477,0.00018992,0.00018992,0.00018992
create,0,1478,0.000180428,0.000180428,0.000180428
create,0,1479,0.00018201,0.00018201,0.00018201
create,0,148,0.000128222,0.000128222,0.000128222
create,0,1480,0.000191502,0.000191502,0.000191502
create,0,1481,0.00018992,0.00018992,0.00018992
create,0,1482,0.00018992,0.00018992,0.00018992
create,0,1483,0.000180428,0.000180428,0.000180428
create,0,1484,0.000191502,0.000191502,0.000191502
create,0,1485,0.00018992,0.00018992,0.00018992
create,0,1486,0.00018992,0.00018992,0.00018992
create,0,1487,0.00018992,0.00018992,0.00018992
create,0,1488,0.000199412,0.000199412,0.000199412
create,0,1489,0.000199412,0.000199412,0.000199412
create,0,149,0.000128222,0.000128222,0.000128222
create,0,1490,0.000199412,0.000199412,0.000199412
create,0,1491,0.00018992,0.00018992,0.00018992
create,0,1492,0.00018992,0.00018992,0.00018992
create,0,1493,0.00018992,0.00018992,0.00018992
create,0,1494,0.00018992,0.00018992,0.00018992
