probe,BLOCK_SIZE,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
commit+amor,262144,5184,0.0024762140694444446,0.0024762140694444446,0.0024762140694444446
commit+amor,262144,5185,0.0024757891780135,0.0024757891780135,0.0024757891780135
commit+amor,262144,5186,0.0024753652302352486,0.0024753652302352486,0.0024753652302352486
commit+amor,262144,5187,0.0024749403612878353,0.0024749403612878353,0.0024749403612878353
commit+amor,262144,5188,0.0024745156904394756,0.0024745156904394756,0.0024745156904394756
commit+amor,262144,5189,0.002474092859125072,0.002474092859125072,0.002474092859125072
commit+amor,262144,519,0.0001275026859344894,0.0001275026859344894,0.0001275026859344894
commit+amor,262144,5190,0.0024736700050096336,0.0024736700050096336,0.0024736700050096336
commit+amor,262144,5191,0.0024732454005008666,0.0024732454005008666,0.0024732454005008666
commit+amor,262144,5192,0.002472820874807396,0.002472820874807396,0.002472820874807396
commit+amor,262144,5193,0.00247239668207202,0.00247239668207202,0.00247239668207202
commit+amor,262144,5194,0.0024719727373892953,0.0024719727373892953,0.0024719727373892953
commit+amor,262144,5195,0.0024715492604427333,0.0024715492604427333,0.0024715492604427333
commit+amor,262144,5196,0.002471125557351809,0.002471125557351809,0.002471125557351809
commit+amor,262144,5197,0.002470703099865307,0.002470703099865307,0.002470703099865307
commit+amor,262144,5198,0.0024702815486725665,0.0024702815486725665,0.0024702815486725665
commit+amor,262144,5199,0.0024698589424889403,0.0024698589424889403,0.0024698589424889403
commit+amor,262144,52,9.06078076923077e-05,9.06078076923077e-05,9.06078076923077e-05
commit+amor,262144,520,0.00012751321538461539,0.00012751321538461539,0.00012751321538461539
commit+amor,262144,5200,0.002469436363846154,0.002469436363846154,0.002469436363846154
commit+amor,262144,5201,0.0024690132547587,0.0024690132547587,0.0024690132547587
commit+amor,262144,5202,0.002468590358708189,0.002468590358708189,0.002468590358708189
commit+amor,262144,5203,0.0024681716625024027,0.0024681716625024027,0.0024681716625024027
commit+amor,262144,5204,0.0024677515568793233,0.0024677515568793233,0.0024677515568793233
commit+amor,262144,5205,0.0024673309706051876,0.0024673309706051876,0.0024673309706051876
commit+amor,262144,5206,0.0024669089419900115,0.0024669089419900115,0.0024669089419900115
commit+amor,262144,5207,0.002466487852122143,0.002466487852122143,0.002466487852122143
commit+amor,262144,5208,0.0024660677507680495,0.0024660677507680495,0.0024660677507680495
commit+amor,262144,5209,0.002465646410827414,0.002465646410827414,0.002465646410827414
commit+amor,262144,521,0.00012758004990403072,0.00012758004990403072,0.00012758004990403072
commit+amor,262144,5210,0.00246522324184261,0.00246522324184261,0.00246522324184261
commit+amor,262144,5211,0.0024648026137017846,0.0024648026137017846,0.0024648026137017846
commit+amor,262144,5212,0.002464382163085188,0.002464382163085188,0.002464382163085188
commit+amor,262144,5213,0.0024639633408785728,0.0024639633408785728,0.0024639633408785728
commit+amor,262144,5214,0.002463543853471423,0.002463543853471423,0.002463543853471423
commit+amor,262144,5215,0.0024631239363374882,0.0024631239363374882,0.0024631239363374882
commit+amor,262144,5216,0.002462703473159509,0.002462703473159509,0.002462703473159509
commit+amor,262144,5217,0.0024622827835921028,0.0024622827835921028,0.0024622827835921028
commit+amor,262144,5218,0.0024618630302798007,0.0024618630302798007,0.0024618630302798007
commit+amor,262144,5219,0.002461442662962253,0.002461442662962253,0.002461442662962253
commit+amor,262144,522,0.00012764696934865902,0.00012764696934865902,0.00012764696934865902
commit+amor,262144,5220,0.0024610235344827585,0.0024610235344827585,0.0024610235344827585
commit+amor,262144,5221,0.0024606041792760006,0.0024606041792760006,0.0024606041792760006
commit+amor,262144,5222,0.002460185809268479,0.002460185809268479,0.002460185809268479
commit+amor,262144,5223,0.002459766000765843,0.002459766000765843,0.002459766000765843
commit+amor,262144,5224,0.002459348254211332,0.002459348254211332,0.002459348254211332
commit+amor,262144,5225,0.002458928766698565,0.002458928766698565,0.002458928766698565
commit+amor,262144,5226,0.0024585114244163797,0.0024585114244163797,0.0024585114244163797
commit+amor,262144,5227,0.0024580955867610486,0.0024580955867610486,0.0024580955867610486
commit+amor,262144,5228,0.002457674579571538,0.002457674579571538,0.002457674579571538
commit+amor,262144,5229,0.0024572565905526867,0.0024572565905526867,0.0024572565905526867
commit+amor,262144,523,0.00012766018738049714,0.00012766018738049714,0.00012766018738049714
commit+amor,262144,5230,0.0024568379881453155,0.0024568379881453155,0.0024568379881453155
commit+amor,262144,5231,0.0024564216126935576,0.0024564216126935576,0.0024564216126935576
commit+amor,262144,5232,0.0024560032457951074,0.0024560032457951074,0.0024560032457951074
commit+amor,262144,5233,0.0024555856774316834,0.0024555856774316834,0.0024555856774316834
commit+amor,262144,5234,0.002455168234619794,0.002455168234619794,0.002455168234619794
commit+amor,262144,5235,0.0024547502968481376,0.0024547502968481376,0.0024547502968481376
commit+amor,262144,5236,0.002454333895339954,0.002454333895339954,0.002454333895339954
commit+amor,262144,5237,0.0024539152362039337,0.0024539152362039337,0.0024539152362039337
commit+amor,262144,5238,0.002453499287132493,0.002453499287132493,0.002453499287132493
commit+amor,262144,5239,0.0024530809471273144,0.0024530809471273144,0.0024530809471273144
commit+amor,262144,524,0.00012768929007633587,0.00012768929007633587,0.00012768929007633587
commit+amor,262144,5240,0.0024526642083969466,0.0024526642083969466,0.0024526642083969466
commit+amor,262144,5241,0.0024522460194619346,0.0024522460194619346,0.0024522460194619346
commit+amor,262144,5242,0.0024518305723006486,0.0024518305723006486,0.0024518305723006486
commit+amor,262144,5243,0.0024514151157734123,0.0024514151157734123,0.0024514151157734123
commit+amor,262144,5244,0.002451001376048818,0.002451001376048818,0.002451001376048818
commit+amor,262144,5245,0.002450585548903718,0.002450585548903718,0.002450585548903718
commit+amor,262144,5246,0.0024501706511627906,0.0024501706511627906,0.0024501706511627906
commit+amor,262144,5247,0.002449757083666857,0.002449757083666857,0.002449757083666857
commit+amor,262144,5248,0.002449343891387195,0.002449343891387195,0.002449343891387195
commit+amor,262144,5249,0.002448927976376453,0.002448927976376453,0.002448927976376453
commit+amor,262144,525,0.0001277517676190476,0.0001277517676190476,0.0001277517676190476
commit+amor,262144,5250,0.002448514798095238,0.002448514798095238,0.002448514798095238
commit+amor,262144,5251,0.0024481010569415347,0.0024481010569415347,0.0024481010569415347
commit+amor,262144,5252,0.0024476857837014473,0.0024476857837014473,0.0024476857837014473
commit+amor,262144,5253,0.0024472724256615268,0.0024472724256615268,0.0024472724256615268
commit+amor,262144,5254,0.002446859442329654,0.002446859442329654,0.002446859442329654
commit+amor,262144,5255,0.00244644355585157,0.00244644355585157,0.00244644355585157
commit+amor,262144,5256,0.002446030151826484,0.002446030151826484,0.002446030151826484
commit+amor,262144,5257,0.002445618459577706,0.002445618459577706,0.002445618459577706
commit+amor,262144,5258,0.002445205369722328,0.002445205369722328,0.002445205369722328
commit+amor,262144,5259,0.0024447912994865944,0.0024447912994865944,0.0024447912994865944
commit+amor,262144,526,0.00012779729657794677,0.00012779729657794677,0.00012779729657794677
commit+amor,262144,5260,0.00244437767148289,0.00244437767148289,0.00244437767148289
commit+amor,262144,5261,0.0024439639000190076,0.0024439639000190076,0.0024439639000190076
commit+amor,262144,5262,0.002443550285822881,0.002443550285822881,0.002443550285822881
commit+amor,262144,5263,0.002443140001900057,0.002443140001900057,0.002443140001900057
commit+amor,262144,5264,0.0024427282040273557,0.0024427282040273557,0.0024427282040273557
commit+amor,262144,5265,0.0024423151099715102,0.0024423151099715102,0.0024423151099715102
commit+amor,262144,5266,0.0024419037086973036,0.0024419037086973036,0.0024419037086973036
commit+amor,262144,5267,0.002441491763432694,0.002441491763432694,0.002441491763432694
commit+amor,262144,5268,0.00244107840546697,0.00244107840546697,0.00244107840546697
commit+amor,262144,5269,0.002440667272347694,0.002440667272347694,0.002440667272347694
commit+amor,262144,527,0.00012780929411764706,0.00012780929411764706,0.00012780929411764706
commit+amor,262144,5270,0.002440255378747628,0.002440255378747628,0.002440255378747628
commit+amor,262144,5271,0.0024398451083285904,0.0024398451083285904,0.0024398451083285904
commit+amor,262144,5272,0.0024394312932473445,0.0024394312932473445,0.0024394312932473445
commit+amor,262144,5273,0.002439021668499905,0.002439021668499905,0.002439021668499905
commit+amor,262144,5274,0.002438613315510049,0.002438613315510049,0.002438613315510049
commit+amor,262144,5275,0.002438200102369668,0.002438200102369668,0.002438200102369668
commit+amor,262144,5276,0.0024377891785443517,0.0024377891785443517,0.0024377891785443517
commit+amor,262144,5277,0.002437377993556945,0.002437377993556945,0.002437377993556945
commit+amor,262144,5278,0.002436967897309587,0.002436967897309587,0.002436967897309587
commit+amor,262144,5279,0.002436558954726274,0.002436558954726274,0.002436558954726274
commit+amor,262144,528,0.00012785237878787877,0.00012785237878787877,0.00012785237878787877
commit+amor,262144,5280,0.0024361519984848487,0.0024361519984848487,0.0024361519984848487
commit+amor,262144,5281,0.0024357418178375307,0.0024357418178375307,0.0024357418178375307
commit+amor,262144,5282,0.0024353302453616055,0.0024353302453616055,0.0024353302453616055
commit+amor,262144,5283,0.0024349201593791407,0.0024349201593791407,0.0024349201593791407
commit+amor,262144,5284,0.002434510062074186,0.002434510062074186,0.002434510062074186
commit+amor,262144,5285,0.002434101799053926,0.002434101799053926,0.002434101799053926
commit+amor,262144,5286,0.00243369197805524,0.00243369197805524,0.00243369197805524
commit+amor,262144,5287,0.002433282977870248,0.002433282977870248,0.002433282977870248
commit+amor,262144,5288,0.0024328751289712557,0.0024328751289712557,0.0024328751289712557
commit+amor,262144,5289,0.002432470159954623,0.002432470159954623,0.002432470159954623
commit+amor,262144,529,0.00012789246880907373,0.00012789246880907373,0.00012789246880907373
commit+amor,262144,5290,0.002432062785255198,0.002432062785255198,0.002432062785255198
commit+amor,262144,5291,0.0024316531725571723,0.0024316531725571723,0.0024316531725571723
commit+amor,262144,5292,0.0024312451598639457,0.0024312451598639457,0.0024312451598639457
commit+amor,262144,5293,0.0024308349102588325,0.0024308349102588325,0.0024308349102588325
commit+amor,262144,5294,0.002430427720816018,0.002430427720816018,0.002430427720816018
commit+amor,262144,5295,0.0024300202538243628,0.0024300202538243628,0.0024300202538243628
commit+amor,262144,5296,0.0024296135876132933,0.0024296135876132933,0.0024296135876132933
commit+amor,262144,5297,0.0024292061789692276,0.0024292061789692276,0.0024292061789692276
commit+amor,262144,5298,0.002428798160815402,0.002428798160815402,0.002428798160815402
commit+amor,262144,5299,0.0024283905457633515,0.0024283905457633515,0.0024283905457633515
commit+amor,262144,53,9.099924528301887e-05,9.099924528301887e-05,9.099924528301887e-05
commit+amor,262144,530,0.00012793323773584904,0.00012793323773584904,0.00012793323773584904
commit+amor,262144,5300,0.0024279845433962262,0.0024279845433962262,0.0024279845433962262
commit+amor,262144,5301,0.00242757869420864,0.00242757869420864,0.00242757869420864
commit+amor,262144,5302,0.0024271719211618257,0.0024271719211618257,0.0024271719211618257
commit+amor,262144,5303,0.002426766030548746,0.002426766030548746,0.002426766030548746
commit+amor,262144,5304,0.0024263601270739063,0.0024263601270739063,0.0024263601270739063
commit+amor,262144,5305,0.0024259554371347785,0.0024259554371347785,0.0024259554371347785
commit+amor,262144,5306,0.0024255494089709764,0.0024255494089709764,0.0024255494089709764
commit+amor,262144,5307,0.002425143235726399,0.002425143235726399,0.002425143235726399
commit+amor,262144,5308,0.002424734748304446,0.002424734748304446,0.002424734748304446
commit+amor,262144,5309,0.0024243304207948765,0.0024243304207948765,0.0024243304207948765
commit+amor,262144,531,0.00012796276459510359,0.00012796276459510359,0.00012796276459510359
commit+amor,262144,5310,0.0024239243258003767,0.0024239243258003767,0.0024239243258003767
commit+amor,262144,5311,0.0024235211474298627,0.0024235211474298627,0.0024235211474298627
commit+amor,262144,5312,0.0024231177402108434,0.0024231177402108434,0.0024231177402108434
commit+amor,262144,5313,0.0024227138065123282,0.0024227138065123282,0.0024227138065123282
commit+amor,262144,5314,0.002422309859239744,0.002422309859239744,0.002422309859239744
commit+amor,262144,5315,0.0024219046920037628,0.0024219046920037628,0.0024219046920037628
commit+amor,262144,5316,0.0024215019751693003,0.0024215019751693003,0.0024215019751693003
commit+amor,262144,5317,0.0024210971615572694,0.0024210971615572694,0.0024210971615572694
commit+amor,262144,5318,0.0024206941195938324,0.0024206941195938324,0.0024206941195938324
commit+amor,262144,5319,0.0024202899902237263,0.0024202899902237263,0.0024202899902237263
commit+amor,262144,532,0.00012800275563909773,0.00012800275563909773,0.00012800275563909773
commit+amor,262144,5320,0.0024198873342105263,0.0024198873342105263,0.0024198873342105263
commit+amor,262144,5321,0.002419482665664349,0.002419482665664349,0.002419482665664349
commit+amor,262144,5322,0.0024190785625704623,0.0024190785625704623,0.0024190785625704623
commit+amor,262144,5323,0.0024186772034566974,0.0024186772034566974,0.0024186772034566974
commit+amor,262144,5324,0.002418274080390684,0.002418274080390684,0.002418274080390684
commit+amor,262144,5325,0.0024178723954929576,0.0024178723954929576,0.0024178723954929576
commit+amor,262144,5326,0.0024174703007885843,0.0024174703007885843,0.0024174703007885843
commit+amor,262144,5327,0.0024170695449596395,0.0024170695449596395,0.0024170695449596395
commit+amor,262144,5328,0.0024166663164414412,0.0024166663164414412,0.0024166663164414412
commit+amor,262144,5329,0.0024162634869581536,0.0024162634869581536,0.0024162634869581536
commit+amor,262144,533,0.00012804094559099437,0.00012804094559099437,0.00012804094559099437
commit+amor,262144,5330,0.0024158619133208257,0.0024158619133208257,0.0024158619133208257
commit+amor,262144,5331,0.002415461298067905,0.002415461298067905,0.002415461298067905
commit+amor,262144,5332,0.002415057520255064,0.002415057520255064,0.002415057520255064
commit+amor,262144,5333,0.002414655673729608,0.002414655673729608,0.002414655673729608
commit+amor,262144,5334,0.0024142538953880765,0.0024142538953880765,0.0024142538953880765
commit+amor,262144,5335,0.0024138518395501406,0.0024138518395501406,0.0024138518395501406
commit+amor,262144,5336,0.002413448666041979,0.002413448666041979,0.002413448666041979
commit+amor,262144,5337,0.002413045955780401,0.002413045955780401,0.002413045955780401
commit+amor,262144,5338,0.0024126452412888723,0.0024126452412888723,0.0024126452412888723
commit+amor,262144,5339,0.00241224405094587,0.00241224405094587,0.00241224405094587
commit+amor,262144,534,0.00012804130337078652,0.00012804130337078652,0.00012804130337078652
commit+amor,262144,5340,0.0024118440644194756,0.0024118440644194756,0.0024118440644194756
commit+amor,262144,5341,0.002411443552892717,0.002411443552892717,0.002411443552892717
commit+amor,262144,5342,0.0024110452643204792,0.0024110452643204792,0.0024110452643204792
commit+amor,262144,5343,0.0024106442620250796,0.0024106442620250796,0.0024106442620250796
commit+amor,262144,5344,0.002410243821482036,0.002410243821482036,0.002410243821482036
commit+amor,262144,5345,0.002409844287371375,0.002409844287371375,0.002409844287371375
commit+amor,262144,5346,0.002409443636737748,0.002409443636737748,0.002409443636737748
commit+amor,262144,5347,0.0024090452560314194,0.0024090452560314194,0.0024090452560314194
commit+amor,262144,5348,0.002408645069184742,0.002408645069184742,0.002408645069184742
commit+amor,262144,5349,0.0024082452787436907,0.0024082452787436907,0.0024082452787436907
commit+amor,262144,535,0.00012806284859813083,0.00012806284859813083,0.00012806284859813083
commit+amor,262144,5350,0.0024078465405607476,0.0024078465405607476,0.0024078465405607476
commit+amor,262144,5351,0.0024074470155111194,0.0024074470155111194,0.0024074470155111194
commit+amor,262144,5352,0.0024070477219730944,0.0024070477219730944,0.0024070477219730944
commit+amor,262144,5353,0.002406648790958341,0.002406648790958341,0.002406648790958341
commit+amor,262144,5354,0.0024062513220022416,0.0024062513220022416,0.0024062513220022416
commit+amor,262144,5355,0.002405853328478058,0.002405853328478058,0.002405853328478058
commit+amor,262144,5356,0.002405454088872293,0.002405454088872293,0.002405454088872293
commit+amor,262144,5357,0.002405057147657271,0.002405057147657271,0.002405057147657271
commit+amor,262144,5358,0.0024046587472937664,0.0024046587472937664,0.0024046587472937664
commit+amor,262144,5359,0.0024042599873110655,0.0024042599873110655,0.0024042599873110655
commit+amor,262144,536,0.00012807168656716418,0.00012807168656716418,0.00012807168656716418
commit+amor,262144,5360,0.002403860113432836,0.002403860113432836,0.002403860113432836
commit+amor,262144,5361,0.002403462077224398,0.002403462077224398,0.002403462077224398
commit+amor,262144,5362,0.0024030644845207012,0.0024030644845207012,0.0024030644845207012
commit+amor,262144,5363,0.002402666581018087,0.002402666581018087,0.002402666581018087
commit+amor,262144,5364,0.0024022694489187176,0.0024022694489187176,0.0024022694489187176
commit+amor,262144,5365,0.0024018720059645854,0.0024018720059645854,0.0024018720059645854
commit+amor,262144,5366,0.00240147492396571,0.00240147492396571,0.00240147492396571
commit+amor,262144,5367,0.0024010793486118876,0.0024010793486118876,0.0024010793486118876
commit+amor,262144,5368,0.0024006826441877794,0.0024006826441877794,0.0024006826441877794
commit+amor,262144,5369,0.0024002868075991804,0.0024002868075991804,0.0024002868075991804
commit+amor,262144,537,0.00012810095716945995,0.00012810095716945995,0.00012810095716945995
commit+amor,262144,5370,0.0023998893508379885,0.0023998893508379885,0.0023998893508379885
commit+amor,262144,5371,0.0023994945291379633,0.0023994945291379633,0.0023994945291379633
commit+amor,262144,5372,0.0023990977442293372,0.0023990977442293372,0.0023990977442293372
commit+amor,262144,5373,0.0023987025460636517,0.0023987025460636517,0.0023987025460636517
commit+amor,262144,5374,0.0023983062199478974,0.0023983062199478974,0.0023983062199478974
commit+amor,262144,5375,0.002397911267348837,0.002397911267348837,0.002397911267348837
commit+amor,262144,5376,0.0023975133883928574,0.0023975133883928574,0.0023975133883928574
commit+amor,262144,5377,0.002397117716942533,0.002397117716942533,0.002397117716942533
commit+amor,262144,5378,0.0023967235816288583,0.0023967235816288583,0.0023967235816288583
commit+amor,262144,5379,0.002396328498233872,0.002396328498233872,0.002396328498233872
commit+amor,262144,538,0.00012814579553903344,0.00012814579553903344,0.00012814579553903344
commit+amor,262144,5380,0.0023959331040892193,0.0023959331040892193,0.0023959331040892193
commit+amor,262144,5381,0.0023955381839806727,0.0023955381839806727,0.0023955381839806727
commit+amor,262144,5382,0.002395146480490524,0.002395146480490524,0.002395146480490524
commit+amor,262144,5383,0.0023947534530930708,0.0023947534530930708,0.0023947534530930708
commit+amor,262144,5384,0.002394359102526003,0.002394359102526003,0.002394359102526003
commit+amor,262144,5385,0.002393967085236769,0.002393967085236769,0.002393967085236769
commit+amor,262144,5386,0.0023935742020051985,0.0023935742020051985,0.0023935742020051985
commit+amor,262144,5387,0.0023931799146092443,0.0023931799146092443,0.0023931799146092443
commit+amor,262144,5388,0.002392787371937639,0.002392787371937639,0.002392787371937639
commit+amor,262144,5389,0.002392392087956949,0.002392392087956949,0.002392392087956949
commit+amor,262144,539,0.00012821167346938774,0.00012821167346938774,0.00012821167346938774
commit+amor,262144,5390,0.002391997945825603,0.002391997945825603,0.002391997945825603
commit+amor,262144,5391,0.0023916055473938045,0.0023916055473938045,0.0023916055473938045
commit+amor,262144,5392,0.002391213212908012,0.002391213212908012,0.002391213212908012
commit+amor,262144,5393,0.0023908187587613574,0.0023908187587613574,0.0023908187587613574
commit+amor,262144,5394,0.0023904238972932887,0.0023904238972932887,0.0023904238972932887
commit+amor,262144,5395,0.0023900318543095458,0.0023900318543095458,0.0023900318543095458
commit+amor,262144,5396,0.002389639255744996,0.002389639255744996,0.002389639255744996
commit+amor,262144,5397,0.0023892468841949233,0.0023892468841949233,0.0023892468841949233
commit+amor,262144,5398,0.0023888562534271954,0.0023888562534271954,0.0023888562534271954
commit+amor,262144,5399,0.0023884635862196704,0.0023884635862196704,0.0023884635862196704
commit+amor,262144,54,9.118896296296296e-05,9.118896296296296e-05,9.118896296296296e-05
commit+amor,262144,540,0.0001282340037037037,0.0001282340037037037,0.0001282340037037037
commit+amor,262144,5400,0.002388073245185185,0.002388073245185185,0.002388073245185185
commit+amor,262144,5401,0.002387682039992594,0.002387682039992594,0.002387682039992594
commit+amor,262144,5402,0.0023872913694927803,0.0023872913694927803,0.0023872913694927803
commit+amor,262144,5403,0.0023868992826207663,0.0023868992826207663,0.0023868992826207663
commit+amor,262144,5404,0.0023865086902294594,0.0023865086902294594,0.0023865086902294594
commit+amor,262144,5405,0.00238611710453284,0.00238611710453284,0.00238611710453284
commit+amor,262144,5406,0.0023857268671846096,0.0023857268671846096,0.0023857268671846096
commit+amor,262144,5407,0.0023853376190123912,0.0023853376190123912,0.0023853376190123912
commit+amor,262144,5408,0.0023849471335059174,0.0023849471335059174,0.0023849471335059174
commit+amor,262144,5409,0.002384558384544278,0.002384558384544278,0.002384558384544278
commit+amor,262144,541,0.0001282924842883549,0.0001282924842883549,0.0001282924842883549
commit+amor,262144,5410,0.0023841674070240295,0.0023841674070240295,0.0023841674070240295
commit+amor,262144,5411,0.00238377743559416,0.00238377743559416,0.00238377743559416
commit+amor,262144,5412,0.0023833869423503327,0.0023833869423503327,0.0023833869423503327
commit+amor,262144,5413,0.0023829962682431183,0.0023829962682431183,0.0023829962682431183
commit+amor,262144,5414,0.0023826052024381234,0.0023826052024381234,0.0023826052024381234
commit+amor,262144,5415,0.002382214898245614,0.002382214898245614,0.002382214898245614
commit+amor,262144,5416,0.00238182452732644,0.00238182452732644,0.00238182452732644
commit+amor,262144,5417,0.002381434430127377,0.002381434430127377,0.002381434430127377
commit+amor,262144,5418,0.0023810448017718717,0.0023810448017718717,0.0023810448017718717
commit+amor,262144,5419,0.0023806548300424435,0.0023806548300424435,0.0023806548300424435
commit+amor,262144,542,0.0001283170184501845,0.0001283170184501845,0.0001283170184501845
commit+amor,262144,5420,0.002380266672324723,0.002380266672324723,0.002380266672324723
commit+amor,262144,5421,0.0023798785611510794,0.0023798785611510794,0.0023798785611510794
commit+amor,262144,5422,0.002379490770933235,0.002379490770933235,0.002379490770933235
commit+amor,262144,5423,0.0023791031565554123,0.0023791031565554123,0.0023791031565554123
commit+amor,262144,5424,0.0023787151017699115,0.0023787151017699115,0.0023787151017699115
commit+amor,262144,5425,0.002378326769032258,0.002378326769032258,0.002378326769032258
commit+amor,262144,5426,0.002377940085514191,0.002377940085514191,0.002377940085514191
commit+amor,262144,5427,0.002377551585037774,0.002377551585037774,0.002377551585037774
commit+amor,262144,5428,0.0023771636330140013,0.0023771636330140013,0.0023771636330140013
commit+amor,262144,5429,0.0023767751755387734,0.0023767751755387734,0.0023767751755387734
commit+amor,262144,543,0.0001283393591160221,0.0001283393591160221,0.0001283393591160221
commit+amor,262144,5430,0.0023763886092081033,0.0023763886092081033,0.0023763886092081033
commit+amor,262144,5431,0.002376002055974959,0.002376002055974959,0.002376002055974959
commit+amor,262144,5432,0.0023756163567746685,0.0023756163567746685,0.0023756163567746685
commit+amor,262144,5433,0.0023752308323210015,0.0023752308323210015,0.0023752308323210015
commit+amor,262144,5434,0.002374843249907987,0.002374843249907987,0.002374843249907987
commit+amor,262144,5435,0.0023744571035878566,0.0023744571035878566,0.0023744571035878566
commit+amor,262144,5436,0.0023740715522442973,0.0023740715522442973,0.0023740715522442973
commit+amor,262144,5437,0.0023736848651830056,0.0023736848651830056,0.0023736848651830056
commit+amor,262144,5438,0.002373298013975726,0.002373298013975726,0.002373298013975726
commit+amor,262144,5439,0.0023729125975363117,0.0023729125975363117,0.0023729125975363117
commit+amor,262144,544,0.00012835127573529413,0.00012835127573529413,0.00012835127573529413
commit+amor,262144,5440,0.0023725275654411762,0.0023725275654411762,0.0023725275654411762
commit+amor,262144,5441,0.0023721410593640874,0.0023721410593640874,0.0023721410593640874
commit+amor,262144,5442,0.0023717542429253953,0.0023717542429253953,0.0023717542429253953
commit+amor,262144,5443,0.002371367568620246,0.002371367568620246,0.002371367568620246
commit+amor,262144,5444,0.002370981278839089,0.002370981278839089,0.002370981278839089
commit+amor,262144,5445,0.0023705968415059686,0.0023705968415059686,0.0023705968415059686
commit+amor,262144,5446,0.0023702118354755786,0.0023702118354755786,0.0023702118354755786
commit+amor,262144,5447,0.0023698272612447217,0.0023698272612447217,0.0023698272612447217
commit+amor,262144,5448,0.002369439957048458,0.002369439957048458,0.002369439957048458
commit+amor,262144,5449,0.0023690525527619746,0.0023690525527619746,0.0023690525527619746
commit+amor,262144,545,0.00012837443302752294,0.00012837443302752294,0.00012837443302752294
commit+amor,262144,5450,0.0023686684029357798,0.0023686684029357798,0.0023686684029357798
commit+amor,262144,5451,0.0023682833138873602,0.0023682833138873602,0.0023682833138873602
commit+amor,262144,5452,0.002367898027879677,0.002367898027879677,0.002367898027879677
commit+amor,262144,5453,0.0023675142530717036,0.0023675142530717036,0.0023675142530717036
commit+amor,262144,5454,0.0023671328588192155,0.0023671328588192155,0.0023671328588192155
commit+amor,262144,5455,0.002366749912373969,0.002366749912373969,0.002366749912373969
commit+amor,262144,5456,0.002366363740102639,0.002366363740102639,0.002366363740102639
commit+amor,262144,5457,0.0023659791262598496,0.0023659791262598496,0.0023659791262598496
commit+amor,262144,5458,0.0023655951044338585,0.0023655951044338585,0.0023655951044338585
commit+amor,262144,5459,0.0023652113039018133,0.0023652113039018133,0.0023652113039018133
commit+amor,262144,546,0.00012839863736263736,0.00012839863736263736,0.00012839863736263736
commit+amor,262144,5460,0.0023648276439560438,0.0023648276439560438,0.0023648276439560438
commit+amor,262144,5461,0.002364443834828786,0.002364443834828786,0.002364443834828786
commit+amor,262144,5462,0.002364060826071036,0.002364060826071036,0.002364060826071036
commit+amor,262144,5463,0.0023636770082372323,0.0023636770082372323,0.0023636770082372323
commit+amor,262144,5464,0.0023632934593704248,0.0023632934593704248,0.0023632934593704248
commit+amor,262144,5465,0.002362911868252516,0.002362911868252516,0.002362911868252516
commit+amor,262144,5466,0.0023625268631540432,0.0023625268631540432,0.0023625268631540432
commit+amor,262144,5467,0.0023621452145600875,0.0023621452145600875,0.0023621452145600875
commit+amor,262144,5468,0.0023617665182882226,0.0023617665182882226,0.0023617665182882226
commit+amor,262144,5469,0.002361384247942951,0.002361384247942951,0.002361384247942951
commit+amor,262144,547,0.00012842805850091409,0.00012842805850091409,0.00012842805850091409
commit+amor,262144,5470,0.002361001828153565,0.002361001828153565,0.002361001828153565
commit+amor,262144,5471,0.0023606196764759642,0.0023606196764759642,0.0023606196764759642
commit+amor,262144,5472,0.00236023911001462,0.00236023911001462,0.00236023911001462
commit+amor,262144,5473,0.00235985682002558,0.00235985682002558,0.00235985682002558
commit+amor,262144,5474,0.002359476901351845,0.002359476901351845,0.002359476901351845
commit+amor,262144,5475,0.002359095468127854,0.002359095468127854,0.002359095468127854
commit+amor,262144,5476,0.002358714623813002,0.002358714623813002,0.002358714623813002
commit+amor,262144,5477,0.002358334431257988,0.002358334431257988,0.002358334431257988
commit+amor,262144,5478,0.002357954410003651,0.002357954410003651,0.002357954410003651
commit+amor,262144,5479,0.0023575727950355904,0.0023575727950355904,0.0023575727950355904
commit+amor,262144,548,0.00012847260948905108,0.00012847260948905108,0.00012847260948905108
commit+amor,262144,5480,0.002357191608029197,0.002357191608029197,0.002357191608029197
commit+amor,262144,5481,0.0023568103039591313,0.0023568103039591313,0.0023568103039591313
commit+amor,262144,5482,0.0023564299244801168,0.0023564299244801168,0.0023564299244801168
commit+amor,262144,5483,0.0023560503410541673,0.0023560503410541673,0.0023560503410541673
commit+amor,262144,5484,0.0023556722582056895,0.0023556722582056895,0.0023556722582056895
commit+amor,262144,5485,0.0023552943132178665,0.0023552943132178665,0.0023552943132178665
commit+amor,262144,5486,0.002354915608457893,0.002354915608457893,0.002354915608457893
commit+amor,262144,5487,0.002354535311827957,0.002354535311827957,0.002354535311827957
commit+amor,262144,5488,0.002354155682580175,0.002354155682580175,0.002354155682580175
commit+amor,262144,5489,0.002353775615230461,0.002353775615230461,0.002353775615230461
commit+amor,262144,549,0.00012851779963570127,0.00012851779963570127,0.00012851779963570127
commit+amor,262144,5490,0.0023533957664845177,0.0023533957664845177,0.0023533957664845177
commit+amor,262144,5491,0.0023530156554361684,0.0023530156554361684,0.0023530156554361684
