probe,BLOCK_SIZE,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
commit+amor,16384,5482,0.003005561509668004,0.003005561509668004,0.003005561509668004
commit+amor,16384,5483,0.0030050692445741383,0.0030050692445741383,0.0030050692445741383
commit+amor,16384,5484,0.003004577111232677,0.003004577111232677,0.003004577111232677
commit+amor,16384,5485,0.003004084964448496,0.003004084964448496,0.003004084964448496
commit+amor,16384,5486,0.003003592277068903,0.003003592277068903,0.003003592277068903
commit+amor,16384,5487,0.003003099448514671,0.003003099448514671,0.003003099448514671
commit+amor,16384,5488,0.0030026065590379007,0.0030026065590379007,0.0030026065590379007
commit+amor,16384,5489,0.003002117948988887,0.003002117948988887,0.003002117948988887
commit+amor,16384,549,0.0015142879380692167,0.0015142879380692167,0.0015142879380692167
commit+amor,16384,5490,0.003001626938797814,0.003001626938797814,0.003001626938797814
commit+amor,16384,5491,0.0030011345867783645,0.0030011345867783645,0.0030011345867783645
commit+amor,16384,5492,0.003000645214493809,0.003000645214493809,0.003000645214493809
commit+amor,16384,5493,0.0030001548530857454,0.0030001548530857454,0.0030001548530857454
commit+amor,16384,5494,0.002999663037859483,0.002999663037859483,0.002999663037859483
commit+amor,16384,5495,0.002999169258598726,0.002999169258598726,0.002999169258598726
commit+amor,16384,5496,0.0029986806801310046,0.0029986806801310046,0.0029986806801310046
commit+amor,16384,5497,0.002998190920502092,0.002998190920502092,0.002998190920502092
commit+amor,16384,5498,0.002997704951982539,0.002997704951982539,0.002997704951982539
commit+amor,16384,5499,0.0029972139494453534,0.0029972139494453534,0.0029972139494453534
commit+amor,16384,55,9.135101818181818e-05,9.135101818181818e-05,9.135101818181818e-05
commit+amor,16384,550,0.0015119282618181818,0.0015119282618181818,0.0015119282618181818
commit+amor,16384,5500,0.002996725298909091,0.002996725298909091,0.002996725298909091
commit+amor,16384,5501,0.002996236090892565,0.002996236090892565,0.002996236090892565
commit+amor,16384,5502,0.0029957457829880045,0.0029957457829880045,0.0029957457829880045
commit+amor,16384,5503,0.0029952594228602578,0.0029952594228602578,0.0029952594228602578
commit+amor,16384,5504,0.0029947709876453486,0.0029947709876453486,0.0029947709876453486
commit+amor,16384,5505,0.0029942825700272476,0.0029942825700272476,0.0029942825700272476
commit+amor,16384,5506,0.0029937919513258263,0.0029937919513258263,0.0029937919513258263
commit+amor,16384,5507,0.002993302772108226,0.002993302772108226,0.002993302772108226
commit+amor,16384,5508,0.002992813610748003,0.002992813610748003,0.002992813610748003
commit+amor,16384,5509,0.0029923259183154837,0.0029923259183154837,0.0029923259183154837
commit+amor,16384,551,0.0015095923049001816,0.0015095923049001816,0.0015095923049001816
commit+amor,16384,5510,0.0029918375263157894,0.0029918375263157894,0.0029918375263157894
commit+amor,16384,5511,0.0029913516080566143,0.0029913516080566143,0.0029913516080566143
commit+amor,16384,5512,0.0029908630758345425,0.0029908630758345425,0.0029908630758345425
commit+amor,16384,5513,0.002990375119898422,0.002990375119898422,0.002990375119898422
commit+amor,16384,5514,0.002989886702575263,0.002989886702575263,0.002989886702575263
commit+amor,16384,5515,0.0029893999764279235,0.0029893999764279235,0.0029893999764279235
commit+amor,16384,5516,0.0029889123915881072,0.0029889123915881072,0.0029889123915881072
commit+amor,16384,5517,0.0029884248239985503,0.0029884248239985503,0.0029884248239985503
commit+amor,16384,5518,0.002987940140630663,0.002987940140630663,0.002987940140630663
commit+amor,16384,5519,0.002987455792353687,0.002987455792353687,0.002987455792353687
commit+amor,16384,552,0.001507250481884058,0.001507250481884058,0.001507250481884058
commit+amor,16384,5520,0.0029869686739130434,0.0029869686739130434,0.0029869686739130434
commit+amor,16384,5521,0.0029864813334540847,0.0029864813334540847,0.0029864813334540847
commit+amor,16384,5522,0.002985993469395147,0.002985993469395147,0.002985993469395147
commit+amor,16384,5523,0.002985506720984972,0.002985506720984972,0.002985506720984972
commit+amor,16384,5524,0.0029850254952932657,0.0029850254952932657,0.0029850254952932657
commit+amor,16384,5525,0.002984538717104073,0.002984538717104073,0.002984538717104073
commit+amor,16384,5526,0.0029840542461093016,0.0029840542461093016,0.0029840542461093016
commit+amor,16384,5527,0.002983568280441469,0.002983568280441469,0.002983568280441469
commit+amor,16384,5528,0.0029830861635311147,0.0029830861635311147,0.0029830861635311147
commit+amor,16384,5529,0.0029826032508591064,0.0029826032508591064,0.0029826032508591064
commit+amor,16384,553,0.001504917924050633,0.001504917924050633,0.001504917924050633
commit+amor,16384,5530,0.002982121069801085,0.002982121069801085,0.002982121069801085
commit+amor,16384,5531,0.002981637076116435,0.002981637076116435,0.002981637076116435
commit+amor,16384,5532,0.0029811534164859003,0.0029811534164859003,0.0029811534164859003
commit+amor,16384,5533,0.0029806675647930598,0.0029806675647930598,0.0029806675647930598
commit+amor,16384,5534,0.002980184334658475,0.002980184334658475,0.002980184334658475
commit+amor,16384,5535,0.0029797002475158083,0.0029797002475158083,0.0029797002475158083
commit+amor,16384,5536,0.0029792178587427745,0.0029792178587427745,0.0029792178587427745
commit+amor,16384,5537,0.002978733644211667,0.002978733644211667,0.002978733644211667
commit+amor,16384,5538,0.002978249842903575,0.002978249842903575,0.002978249842903575
commit+amor,16384,5539,0.0029777673265932478,0.0029777673265932478,0.0029777673265932478
commit+amor,16384,554,0.0015026080649819494,0.0015026080649819494,0.0015026080649819494
commit+amor,16384,5540,0.002977288649458484,0.002977288649458484,0.002977288649458484
commit+amor,16384,5541,0.0029768064807796425,0.0029768064807796425,0.0029768064807796425
commit+amor,16384,5542,0.002976320854565139,0.002976320854565139,0.002976320854565139
commit+amor,16384,5543,0.002975837289915208,0.002975837289915208,0.002975837289915208
commit+amor,16384,5544,0.0029753550259740257,0.0029753550259740257,0.0029753550259740257
commit+amor,16384,5545,0.002974875947700631,0.002974875947700631,0.002974875947700631
commit+amor,16384,5546,0.002974394807428777,0.002974394807428777,0.002974394807428777
commit+amor,16384,5547,0.0029739124939606996,0.0029739124939606996,0.0029739124939606996
commit+amor,16384,5548,0.0029734301164383563,0.0029734301164383563,0.0029734301164383563
commit+amor,16384,5549,0.0029729494496305645,0.0029729494496305645,0.0029729494496305645
commit+amor,16384,555,0.001500301772972973,0.001500301772972973,0.001500301772972973
commit+amor,16384,5550,0.0029724691297297297,0.0029724691297297297,0.0029724691297297297
commit+amor,16384,5551,0.0029719910891731222,0.0029719910891731222,0.0029719910891731222
commit+amor,16384,5552,0.0029715108299711813,0.0029715108299711813,0.0029715108299711813
commit+amor,16384,5553,0.0029710293985233203,0.0029710293985233203,0.0029710293985233203
commit+amor,16384,5554,0.0029705513057256033,0.0029705513057256033,0.0029705513057256033
commit+amor,16384,5555,0.0029700701411341135,0.0029700701411341135,0.0029700701411341135
commit+amor,16384,5556,0.0029695889913606915,0.0029695889913606915,0.0029695889913606915
commit+amor,16384,5557,0.002969106876012237,0.002969106876012237,0.002969106876012237
commit+amor,16384,5558,0.002968627733357323,0.002968627733357323,0.002968627733357323
commit+amor,16384,5559,0.0030007877247706424,0.0030007877247706424,0.0030007877247706424
commit+amor,16384,556,0.0014980227517985612,0.0014980227517985612,0.0014980227517985612
commit+amor,16384,5560,0.0030003037046762594,0.0030003037046762594,0.0030003037046762594
commit+amor,16384,5561,0.0029998181517712644,0.0029998181517712644,0.0029998181517712644
commit+amor,16384,5562,0.0029993330427903636,0.0029993330427903636,0.0029993330427903636
commit+amor,16384,5563,0.0029988489764515547,0.0029988489764515547,0.0029988489764515547
commit+amor,16384,5564,0.0029983640729690873,0.0029983640729690873,0.0029983640729690873
commit+amor,16384,5565,0.0029978813017070977,0.0029978813017070977,0.0029978813017070977
commit+amor,16384,5566,0.0029973966521739132,0.0029973966521739132,0.0029973966521739132
commit+amor,16384,5567,0.0029969119867073826,0.0029969119867073826,0.0029969119867073826
commit+amor,16384,5568,0.002996428394755747,0.002996428394755747,0.002996428394755747
commit+amor,16384,5569,0.0029959442352307415,0.0029959442352307415,0.0029959442352307415
commit+amor,16384,557,0.0014957203518850986,0.0014957203518850986,0.0014957203518850986
commit+amor,16384,5570,0.002995460123518851,0.002995460123518851,0.002995460123518851
commit+amor,16384,5571,0.0029949760276431524,0.0029949760276431524,0.0029949760276431524
commit+amor,16384,5572,0.0029944925793251973,0.0029944925793251973,0.0029944925793251973
commit+amor,16384,5573,0.002994010171182487,0.002994010171182487,0.002994010171182487
commit+amor,16384,5574,0.0029935268797990668,0.0029935268797990668,0.0029935268797990668
commit+amor,16384,5575,0.00299304505470852,0.00299304505470852,0.00299304505470852
commit+amor,16384,5576,0.002992562598995696,0.002992562598995696,0.002992562598995696
commit+amor,16384,5577,0.00299208001685494,0.00299208001685494,0.00299208001685494
commit+amor,16384,5578,0.0029915957784152026,0.0029915957784152026,0.0029915957784152026
commit+amor,16384,5579,0.0029911134637031723,0.0029911134637031723,0.0029911134637031723
commit+amor,16384,558,0.0014934561326164874,0.0014934561326164874,0.0014934561326164874
commit+amor,16384,5580,0.0030578977802867384,0.0030578977802867384,0.0030578977802867384
commit+amor,16384,5581,0.0030574035219494713,0.0030574035219494713,0.0030574035219494713
commit+amor,16384,5582,0.0030569070627015408,0.0030569070627015408,0.0030569070627015408
commit+amor,16384,5583,0.0030564147483431846,0.0030564147483431846,0.0030564147483431846
commit+amor,16384,5584,0.003055921099928367,0.003055921099928367,0.003055921099928367
commit+amor,16384,5585,0.0030554308698299013,0.0030554308698299013,0.0030554308698299013
commit+amor,16384,5586,0.0030549375742928747,0.0030549375742928747,0.0030549375742928747
commit+amor,16384,5587,0.0030544457923751566,0.0030544457923751566,0.0030544457923751566
commit+amor,16384,5588,0.003053956515032212,0.003053956515032212,0.003053956515032212
commit+amor,16384,5589,0.0030534668298443372,0.0030534668298443372,0.0030534668298443372
commit+amor,16384,559,0.0014911874382826475,0.0014911874382826475,0.0014911874382826475
commit+amor,16384,5590,0.0030529741599284437,0.0030529741599284437,0.0030529741599284437
commit+amor,16384,5591,0.0030524819023430515,0.0030524819023430515,0.0030524819023430515
commit+amor,16384,5592,0.003051989506080114,0.003051989506080114,0.003051989506080114
commit+amor,16384,5593,0.0030514997529054173,0.0030514997529054173,0.0030514997529054173
commit+amor,16384,5594,0.0030510090436181624,0.0030510090436181624,0.0030510090436181624
commit+amor,16384,5595,0.003050517253261841,0.003050517253261841,0.003050517253261841
commit+amor,16384,5596,0.003050025481415297,0.003050025481415297,0.003050025481415297
commit+amor,16384,5597,0.0030495317495086655,0.0030495317495086655,0.0030495317495086655
commit+amor,16384,5598,0.003049040329403358,0.003049040329403358,0.003049040329403358
commit+amor,16384,5599,0.003048550372209323,0.003048550372209323,0.003048550372209323
commit+amor,16384,56,9.171607142857143e-05,9.171607142857143e-05,9.171607142857143e-05
commit+amor,16384,560,0.0014889324964285713,0.0014889324964285713,0.0014889324964285713
commit+amor,16384,5600,0.0030480554414285712,0.0030480554414285712,0.0030480554414285712
commit+amor,16384,5601,0.0030475645481164077,0.0030475645481164077,0.0030475645481164077
commit+amor,16384,5602,0.0030470787093895037,0.0030470787093895037,0.0030470787093895037
commit+amor,16384,5603,0.0030465910676423344,0.0030465910676423344,0.0030465910676423344
commit+amor,16384,5604,0.003046101952890792,0.003046101952890792,0.003046101952890792
commit+amor,16384,5605,0.0030456117266726137,0.0030456117266726137,0.0030456117266726137
commit+amor,16384,5606,0.003045121471637531,0.003045121471637531,0.003045121471637531
commit+amor,16384,5607,0.0030446328806848577,0.0030446328806848577,0.0030446328806848577
commit+amor,16384,5608,0.0030441451383737515,0.0030441451383737515,0.0030441451383737515
commit+amor,16384,5609,0.0030436569741486897,0.0030436569741486897,0.0030436569741486897
commit+amor,16384,561,0.0014866879465240642,0.0014866879465240642,0.0014866879465240642
commit+amor,16384,5610,0.0030431648941176472,0.0030431648941176472,0.0030431648941176472
commit+amor,16384,5611,0.0030426759825343077,0.0030426759825343077,0.0030426759825343077
commit+amor,16384,5612,0.0030421887480399147,0.0030421887480399147,0.0030421887480399147
commit+amor,16384,5613,0.0030416993857117405,0.0030416993857117405,0.0030416993857117405
commit+amor,16384,5614,0.003041211966868543,0.003041211966868543,0.003041211966868543
commit+amor,16384,5615,0.0030407247682991984,0.0030407247682991984,0.0030407247682991984
commit+amor,16384,5616,0.003040237743233618,0.003040237743233618,0.003040237743233618
commit+amor,16384,5617,0.0030397485134413386,0.0030397485134413386,0.0030397485134413386
commit+amor,16384,5618,0.0030392606625133495,0.0030392606625133495,0.0030392606625133495
commit+amor,16384,5619,0.0030387739231179925,0.0030387739231179925,0.0030387739231179925
commit+amor,16384,562,0.0014844441886120996,0.0014844441886120996,0.0014844441886120996
commit+amor,16384,5620,0.0030382864192170823,0.0030382864192170823,0.0030382864192170823
commit+amor,16384,5621,0.0030378004959971537,0.0030378004959971537,0.0030378004959971537
commit+amor,16384,5622,0.003037313541800071,0.003037313541800071,0.003037313541800071
commit+amor,16384,5623,0.0030368289649653213,0.0030368289649653213,0.0030368289649653213
commit+amor,16384,5624,0.0030363423100995732,0.0030363423100995732,0.0030363423100995732
commit+amor,16384,5625,0.0030358554371555557,0.0030358554371555557,0.0030358554371555557
commit+amor,16384,5626,0.0030353696740135086,0.0030353696740135086,0.0030353696740135086
commit+amor,16384,5627,0.003034883537942065,0.003034883537942065,0.003034883537942065
commit+amor,16384,5628,0.003034395137882019,0.003034395137882019,0.003034395137882019
commit+amor,16384,5629,0.0030339102057203764,0.0030339102057203764,0.0030339102057203764
commit+amor,16384,563,0.0014822060568383658,0.0014822060568383658,0.0014822060568383658
