i,suite,case,N,DISK_SIZE,DISK_GEOMETRY,SIZE,DISK_SIM,SEED,FS,STEP,BLOCK_SIZE,BLOCK_COUNT,ORDER,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7255,30762671,0,0,5745620198,0,0,229824807920,28.579299
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7800,28873942,0,0,5505966343,0,0,220238653720,28.574356
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7284,31020789,0,0,5793980278,0,0,231759211120,28.578750
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7801,28881670,0,0,5507446250,0,0,220297850000,28.582038
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7256,30771554,0,0,5747284676,0,0,229891387040,28.587560
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7285,31029710,0,0,5795651692,0,0,231826067680,28.586945
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7802,28889401,0,0,5508926404,0,0,220357056160,28.589684
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7257,30780438,0,0,5748949309,0,0,229957972360,28.595817
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7286,31038634,0,0,5797323390,0,0,231892935600,28.595170
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7803,28897132,0,0,5510406812,0,0,220416272480,28.597368
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7258,30789323,0,0,5750614083,0,0,230024563320,28.604090
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7287,31047559,0,0,5798995360,0,0,231959814400,28.603417
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7804,28904864,0,0,5511887426,0,0,220475497040,28.604985
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7259,30798208,0,0,5752278998,0,0,230091159920,28.612308
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7288,31056484,0,0,5800667471,0,0,232026698840,28.611622
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7805,28912596,0,0,5513368158,0,0,220534726320,28.612570
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7260,30807096,0,0,5753944085,0,0,230157763400,28.620471
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7289,31065412,0,0,5802339774,0,0,232093590960,28.619775
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7806,28920330,0,0,5514849034,0,0,220593961360,28.620167
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7261,30815984,0,0,5755609454,0,0,230224378160,28.628663
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7290,31074340,0,0,5804012369,0,0,232160494760,28.627929
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7807,28928064,0,0,5516330158,0,0,220653206320,28.627757
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7262,30824875,0,0,5757275107,0,0,230291004280,28.636914
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7291,31083271,0,0,5805685260,0,0,232227410400,28.636238
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7808,28935800,0,0,5517811533,0,0,220712461320,28.635427
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7263,30833766,0,0,5758941042,0,0,230357641680,28.645142
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7809,28943536,0,0,5519293146,0,0,220771725840,28.643049
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7292,31092202,0,0,5807358433,0,0,232294337320,28.644453
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7264,30842660,0,0,5760607260,0,0,230424290400,28.653336
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7810,28951273,0,0,5520775003,0,0,220831000120,28.650674
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7293,31101134,0,0,5809031791,0,0,232361271640,28.652662
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7265,30851554,0,0,5762273770,0,0,230490950800,28.661614
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7811,28959010,0,0,5522256978,0,0,220890279120,28.658323
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7294,31110066,0,0,5810705296,0,0,232428211840,28.660887
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7266,30860449,0,0,5763940451,0,0,230557618040,28.669967
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7812,28966747,0,0,5523739071,0,0,220949562840,28.665967
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7295,31118999,0,0,5812378950,0,0,232495158000,28.669092
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7267,30869345,0,0,5765607278,0,0,230624291120,28.678293
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7813,28974487,0,0,5525221400,0,0,221008856000,28.673603
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7296,31127935,0,0,5814052800,0,0,232562112000,28.677274
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7814,28982227,0,0,5526703995,0,0,221068159800,28.681201
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7268,30878241,0,0,5767274246,0,0,230690969840,28.686586
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7297,31136871,0,0,5815726962,0,0,232629078480,28.685437
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7815,28989968,0,0,5528186715,0,0,221127468600,28.688796
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7269,30887140,0,0,5768941396,0,0,230757655840,28.694879
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7298,31145810,0,0,5817401438,0,0,232696057520,28.693604
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7816,28997709,0,0,5529669564,0,0,221186782560,28.696414
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7270,30896039,0,0,5770608818,0,0,230824352720,28.703180
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7299,31154749,0,0,5819076226,0,0,232763049040,28.701759
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7817,29005453,0,0,5531152614,0,0,221246104560,28.704014
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7271,30904941,0,0,5772276515,0,0,230891060600,28.711477
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7300,31163689,0,0,5820751166,0,0,232830046640,28.709919
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7818,29013197,0,0,5532635910,0,0,221305436400,28.711659
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7272,30913843,0,0,5773944484,0,0,230957779360,28.719751
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7301,31172632,0,0,5822426303,0,0,232897052120,28.718070
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7819,29020944,0,0,5534119476,0,0,221364779040,28.719277
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7273,30922748,0,0,5775612737,0,0,231024509480,28.728013
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7302,31181575,0,0,5824101732,0,0,232964069280,28.726217
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7820,29028691,0,0,5535603302,0,0,221424132080,28.726871
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7274,30931653,0,0,5777281272,0,0,231091250880,28.736244
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7303,31190521,0,0,5825777448,0,0,233031097920,28.734406
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7821,29036441,0,0,5537087368,0,0,221483494720,28.734512
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7275,30940561,0,0,5778950091,0,0,231158003640,28.744478
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7304,31199467,0,0,5827453436,0,0,233098137440,28.742551
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7822,29044191,0,0,5538571682,0,0,221542867280,28.742144
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7276,30949469,0,0,5780619182,0,0,231224767280,28.752681
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7305,31208416,0,0,5829129708,0,0,233165188320,28.750724
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7823,29051944,0,0,5540056246,0,0,221602249840,28.749775
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7277,30958378,0,0,5782288434,0,0,231291537360,28.760886
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7824,29059697,0,0,5541541070,0,0,221661642800,28.757409
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7306,31217365,0,0,5830806262,0,0,233232250480,28.758919
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7278,30967290,0,0,5783957834,0,0,231358313360,28.769134
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7825,29067453,0,0,5543026134,0,0,221721045360,28.765059
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7307,31226315,0,0,5832482975,0,0,233299319000,28.767152
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7279,30976202,0,0,5785627516,0,0,231425100640,28.777448
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7826,29075209,0,0,5544511422,0,0,221780456880,28.772739
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7308,31235265,0,0,5834159821,0,0,233366392840,28.775400
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7827,29082966,0,0,5545996909,0,0,221839876360,28.780417
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7280,30985117,0,0,5787297484,0,0,231491899360,28.785755
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7309,31244216,0,0,5835836808,0,0,233433472320,28.783638
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7828,29090723,0,0,5547482519,0,0,221899300760,28.788100
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7281,30994032,0,0,5788967744,0,0,231558709760,28.794017
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7310,31253171,0,0,5837513994,0,0,233500559760,28.791860
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7829,29098483,0,0,5548968296,0,0,221958731840,28.795716
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7282,31002950,0,0,5790638299,0,0,231625531960,28.802247
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7311,31262126,0,0,5839191603,0,0,233567664120,28.800027
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7830,29106243,0,0,5550454309,0,0,222018172360,28.803312
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7283,31011868,0,0,5792309146,0,0,231692365840,28.810512
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7312,31271084,0,0,5840869587,0,0,233634783480,28.808253
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7831,29114006,0,0,5551940588,0,0,222077623520,28.810951
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7284,31020789,0,0,5793980278,0,0,231759211120,28.818764
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7313,31280042,0,0,5842547863,0,0,233701914520,28.816467
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7832,29121769,0,0,5553427101,0,0,222137084040,28.818576
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7285,31029710,0,0,5795651692,0,0,231826067680,28.827087
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7314,31289003,0,0,5844226433,0,0,233769057320,28.824652
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7833,29129534,0,0,5554913870,0,0,222196554800,28.826196
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7286,31038634,0,0,5797323390,0,0,231892935600,28.835328
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7315,31297964,0,0,5845905295,0,0,233836211800,28.832843
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7834,29137299,0,0,5556400899,0,0,222256035960,28.833816
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7287,31047559,0,0,5798995360,0,0,231959814400,28.843560
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7316,31306926,0,0,5847584319,0,0,233903372760,28.841003
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7835,29145065,0,0,5557888159,0,0,222315526360,28.841450
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7288,31056484,0,0,5800667471,0,0,232026698840,28.851785
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7317,31315891,0,0,5849263491,0,0,233970539640,28.849247
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7836,29152831,0,0,5559375543,0,0,222375021720,28.849072
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7289,31065412,0,0,5802339774,0,0,232093590960,28.860061
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7318,31324856,0,0,5850942945,0,0,234037717800,28.857503
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7837,29160597,0,0,5560863044,0,0,222434521760,28.856752
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7290,31074340,0,0,5804012369,0,0,232160494760,28.868325
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7838,29168364,0,0,5562350674,0,0,222494026960,28.864398
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7319,31333824,0,0,5852622686,0,0,234104907440,28.865693
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7291,31083271,0,0,5805685260,0,0,232227410400,28.876574
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7839,29176131,0,0,5563838428,0,0,222553537120,28.872038
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7320,31342792,0,0,5854302709,0,0,234172108360,28.873955
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7840,29183901,0,0,5565326440,0,0,222613057600,28.879650
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7292,31092202,0,0,5807358433,0,0,232294337320,28.884824
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7321,31351763,0,0,5855983028,0,0,234239321120,28.882174
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7841,29191671,0,0,5566814700,0,0,222672588000,28.887345
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7293,31101134,0,0,5809031791,0,0,232361271640,28.893117
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7322,31360734,0,0,5857663639,0,0,234306545560,28.890433
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7842,29199444,0,0,5568303183,0,0,222732127320,28.895039
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7294,31110066,0,0,5810705296,0,0,232428211840,28.901404
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7323,31369706,0,0,5859344444,0,0,234373777760,28.898674
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7843,29207217,0,0,5569791912,0,0,222791676480,28.902736
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7295,31118999,0,0,5812378950,0,0,232495158000,28.909711
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7324,31378678,0,0,5861025390,0,0,234441015600,28.906952
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7844,29214991,0,0,5571280788,0,0,222851231520,28.910396
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7296,31127935,0,0,5814052800,0,0,232562112000,28.917975
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7325,31387653,0,0,5862706614,0,0,234508264560,28.915151
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7845,29222765,0,0,5572769787,0,0,222910791480,28.918034
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7297,31136871,0,0,5815726962,0,0,232629078480,28.926219
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7326,31396629,0,0,5864388111,0,0,234575524440,28.923323
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7846,29230542,0,0,5574259017,0,0,222970360680,28.925671
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7298,31145810,0,0,5817401438,0,0,232696057520,28.934459
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7327,31405605,0,0,5866069754,0,0,234642790160,28.931504
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7847,29238319,0,0,5575748485,0,0,223029939400,28.933305
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7299,31154749,0,0,5819076226,0,0,232763049040,28.942740
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7328,31414584,0,0,5867751599,0,0,234710063960,28.939724
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7848,29246097,0,0,5577238111,0,0,223089524440,28.940984
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7300,31163689,0,0,5820751166,0,0,232830046640,28.951005
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7329,31423563,0,0,5869433746,0,0,234777349840,28.947953
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7849,29253875,0,0,5578727856,0,0,223149114240,28.948613
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7301,31172632,0,0,5822426303,0,0,232897052120,28.959269
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7330,31432545,0,0,5871116196,0,0,234844647840,28.956197
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7850,29261656,0,0,5580217767,0,0,223208710680,28.956291
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7302,31181575,0,0,5824101732,0,0,232964069280,28.967568
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7331,31441527,0,0,5872798948,0,0,234911957920,28.964479
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7851,29269437,0,0,5581707924,0,0,223268316960,28.964008
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7303,31190521,0,0,5825777448,0,0,233031097920,28.975886
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7332,31450510,0,0,5874481850,0,0,234979274000,28.972767
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7852,29277221,0,0,5583198344,0,0,223327933760,28.971713
18,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,0,fetch,7304,31199467,0,0,5827453436,0,0,233098137440,28.984187
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7853,29285005,0,0,5584689034,0,0,223387561360,28.979395
19,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,1,fetch,7333,31459496,0,0,5876164934,0,0,235046597360,28.981017
20,bench_p26_rbyd,bench_p26_rbyd_fetch,8192,134217728,0,4,1,0,3,1,134217728,1,2,fetch,7854,29292792,0,0,5586179987,0,0,223447199480,28.987095
