i,suite,case,CHUNK,FILE_SIZE,FILE_COUNT,SIM_TIME,SEED,NO_FRUNCATE,FS,SKIP_WARMUP,NO_SET,SIM_SIZE,DISK_GEOMETRY,SIZE,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
75,bench_p26_wt,bench_p26_wt_logging,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,usage,50017152,0,0,0,0,0,0,34471936,20.930928
73,bench_p26_wt,bench_p26_wt_logging,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,write,62628992,100563267,3997253,15629,3168834069,2046593536,2048524288,3600001484175,25.485734
73,bench_p26_wt,bench_p26_wt_logging,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,stack,62628992,0,0,0,0,0,0,3296,25.485803
73,bench_p26_wt,bench_p26_wt_logging,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,ctx,62628992,0,0,0,0,0,0,624,25.485836
73,bench_p26_wt,bench_p26_wt_logging,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,heap,62628992,0,0,0,0,0,0,1296,25.485862
73,bench_p26_wt,bench_p26_wt_logging,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,usage,62628992,0,0,0,0,0,0,9306112,25.485887
72,bench_p26_wt,bench_p26_wt_logging,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,write,70647936,94294838,4557887,17813,3391416072,2333638144,2334785536,3600003166104,25.260084
72,bench_p26_wt,bench_p26_wt_logging,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,stack,70647936,0,0,0,0,0,0,3296,25.260155
72,bench_p26_wt,bench_p26_wt_logging,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,ctx,70647936,0,0,0,0,0,0,624,25.260185
72,bench_p26_wt,bench_p26_wt_logging,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,heap,70647936,0,0,0,0,0,0,1296,25.260208
72,bench_p26_wt,bench_p26_wt_logging,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,usage,70647936,0,0,0,0,0,0,4980736,25.260229
